Customer ID,Age,Gender,Education,Marital Status,Employment Type,Annual Income,Work Experience,Loan ID,Loan Amount,Loan Type,Interest Rate,Loan Term,Loan Status,Default Status,Credit Score
"CUST000225","21","Other","Diploma","Single","Full-Time","62294","34","LOAN367445","28340","Personal","11.32","1","Approved","No","333"
"CUST000226","49","Female",,"Divorced","Contract","102880","39","LOAN009623","21700","Personal","14.49","1","Rejected","No","510"
"CUST000227","27","Male","Associate Degree","Widowed","Contract","99548","3","LOAN385663","72220","Education","8.76","10","Approved","No","555"
"CUST000228","37","Other","High School","Married","Self-Employed","85617","32","LOAN023050","79805","Education","8.40","5","Rejected","No","533"
"CUST000229","70","Male","Associate Degree","Widowed","Part-Time","28737","1","LOAN742017","716613","Home","4.42","25","Rejected","No","566"
"CUST000230","40","Female","Master's Degree","Single","Self-Employed","174985","6","LOAN071853","60732","Vehicle","9.76","3","Approved","Yes","350"
"CUST000231","37","Other","PhD","Single","Full-Time","188568","30","LOAN755699","79698","Vehicle","4.56","6","Approved","No","752"
"CUST000232","39","Female","Diploma","Divorced","Self-Employed","116958","34","LOAN627942","32228","Personal","12.64","3","Approved","No","369"
"CUST000233","23","Other","Diploma","Divorced","Part-Time",,"30","LOAN623508","15157","Personal","8.03","5","Approved","No","434"
"CUST000234","28","Other","Diploma","Married","Contract","164734","23","LOAN564685","81053","Education","7.32","5","Approved","Yes","446"
"CUST000235","22","Other","Bachelor's Degree","Divorced","Part-Time","165169","24","LOAN790773","79461","Vehicle","8.56","4","Approved","Yes","535"
"CUST000236","48","Male","PhD","Divorced",,"42666","35","LOAN708077","79760","Education","8.26","15","Rejected","No","394"
"CUST000237","69","Other","Master's Degree","Widowed","Full-Time","65649",,"LOAN608414","67507","Education","8.56","5","Rejected","No","374"
"CUST000238","55","Other","Master's Degree",,,"236501","39","LOAN298451","44620","Personal","14.57","3","Approved","No","601"
"CUST000239","49","Male","Master's Degree","Married","Full-Time","75595","9","LOAN397627","29420","Vehicle","9.22","6","Rejected","No","750"
"CUST000240","23","Male","PhD","Married","Unemployed","123402","26","LOAN762178","70800","Vehicle","7.96","5","Rejected","No","331"
"CUST000241","60",,"Associate Degree","Married","Unemployed","229514","2","LOAN066119","84872","Education","7.47","10","Rejected","No","774"
"CUST000242",,"Female",,"Married","Part-Time",,"21","LOAN071991","91023","Education","8.52","5","Rejected","No","409"
"CUST000243","34","Other","PhD","Single",,"134310","36","LOAN022496","90627","Education","7.40","10","Approved","Yes","584"
"CUST000244","40","Male",,"Single","Unemployed","86020","32","LOAN139075","272795","Home","3.89","30","Approved","Yes","424"
"CUST000245","42","Female","PhD","Single","Contract","182162","21","LOAN300732","58871","Vehicle","4.35","7","Rejected","No","538"
"CUST000246","49",,"Diploma","Single","Full-Time","43091","5","LOAN784101","18239","Education","6.64","5","Approved","No","629"
"CUST000247","30","Other","Bachelor's Degree","Married","Unemployed","216149","37","LOAN535565","217827","Home","4.62","20","Approved","No","775"
"CUST000248","69","Female","Associate Degree",,"Unemployed","89570","20","LOAN672181","17906","Vehicle","8.24","3","Rejected","No","810"
"CUST000249","42","Female","PhD","Widowed","Self-Employed","181014","30","LOAN180403","39446","Vehicle","8.51","5","Rejected","No","526"
"CUST000250","30",,"Master's Degree","Divorced","Contract","97409","10","LOAN733234","40165","Vehicle","9.04","3","Rejected","No","598"
"CUST000251","46","Female","Bachelor's Degree","Widowed","Self-Employed",,"0","LOAN129195","77623","Vehicle","8.21","7","Approved","No",
"CUST000252","67",,"High School","Single",,"184688","32","LOAN641236","47124","Personal","11.01","5","Approved","No","602"
"CUST000253","68","Other","Master's Degree",,"Unemployed","21868","32","LOAN615188","47580","Education","5.15","10","Rejected","No","341"
"CUST000254","55","Other","Master's Degree","Married","Part-Time","52338","15","LOAN751467","313824","Home","5.81","15","Rejected","No","495"
"CUST000255","56","Male","Diploma","Married","Contract","181017","21","LOAN977468","36986","Personal","16.35","5","Rejected","No","762"
"CUST000256","50","Female","Master's Degree","Divorced","Contract","210426","30","LOAN413473","65545","Vehicle","9.05","5","Approved","Yes","565"
"CUST000257","40","Other","Bachelor's Degree","Single","Full-Time","29492","1","LOAN920985","72843","Education","7.41","15","Rejected","No","763"
"CUST000258","27","Male","Associate Degree","Married",,,"0","LOAN640936","337887","Home","7.01","25","Approved","Yes",
"CUST000259","60","Female","Master's Degree","Widowed","Unemployed","92639","25","LOAN772685","161949","Home","6.76","30","Approved","No","524"
"CUST000260","35","Female","Diploma",,"Contract","212107","13","LOAN339251","364705","Home","6.18","20","Rejected","No","497"
"CUST000261","36","Other","Bachelor's Degree","Widowed","Part-Time","55394","32","LOAN898512","305884","Home","4.96","20","Rejected","No","790"
"CUST000262","29","Male","PhD","Widowed",,"75822","31","LOAN553684","737090","Home","6.76","30","Approved","No","737"
"CUST000263","28","Other","Bachelor's Degree","Divorced","Self-Employed","221356",,"LOAN059350","22987","Personal","8.92","1","Rejected","No","335"
"CUST000264",,"Female","Diploma","Married","Part-Time","45535","19","LOAN722250","399037","Home","7.26","25","Approved","No","691"
"CUST000265","26","Female","Bachelor's Degree","Widowed","Self-Employed","25043","31","LOAN096618","80440","Education","5.70","20","Approved","No","781"
"CUST000266","33",,"Diploma","Single","Self-Employed","191972","18","LOAN484001","8448","Personal","13.09","7","Rejected","No","340"
"CUST000267","58","Other","Diploma","Widowed","Self-Employed","203199","21","LOAN495136","449719","Home","3.67","20","Approved","No","561"
"CUST000268","54","Female","Bachelor's Degree","Divorced","Part-Time","230510","10","LOAN173390","348565","Home","3.68","20","Approved","No","406"
"CUST000269","48","Female","Master's Degree","Divorced","Full-Time","194621","37","LOAN865158","561851","Home","5.24","20","Rejected","No","332"
"CUST000270","21","Male","Master's Degree","Widowed","Full-Time","56230","7","LOAN662751","671126","Home","6.20","15","Approved","No","314"
"CUST000271","23","Male","Master's Degree","Married",,"51654","21","LOAN959083","757664","Home","5.08","15","Rejected","No","568"
"CUST000272","49","Other","Bachelor's Degree","Divorced","Contract","196450","9","LOAN440813","187006","Home","5.19","20","Approved","No","664"
"CUST000273","48","Male","PhD",,"Contract","121056","39","LOAN456898","91613","Education","7.55","5","Approved","No","527"
"CUST000274","35","Other","Master's Degree","Divorced","Self-Employed",,"34","LOAN813217","95662","Education","8.98","20","Rejected","No","355"
"CUST000275","26","Male","High School","Divorced","Unemployed",,"29","LOAN927565","27221","Personal","9.67","3","Rejected","No","753"
"CUST000276","57","Female","PhD","Married","Contract","172920","0","LOAN183589","665753","Home","5.17","25","Approved","No","411"
"CUST000277","56","Male",,"Divorced","Self-Employed","182051","17","LOAN491537","20278","Personal","16.17","1","Rejected","No",
"CUST000278","37","Female","Master's Degree","Single","Unemployed","141224","5","LOAN113024","38923","Personal","10.36","7","Rejected","No","658"
"CUST000279","31","Female","Diploma","Single","Self-Employed","207649","4","LOAN067802","755650","Home","5.78","20","Approved","No","430"
"CUST000280","52","Male","PhD","Single","Self-Employed","95696",,"LOAN404002","31373","Vehicle","4.83","6","Rejected","No","334"
"CUST000281","39","Male","Diploma","Widowed","Full-Time","20206","32","LOAN575423","11170","Education","5.84","20","Approved","No",
"CUST000282","59","Male","High School","Married","Unemployed","203378","7","LOAN522545","27926","Personal","8.73","7","Approved","No","719"
"CUST000283","60","Female","PhD","Divorced","Part-Time","28833","38","LOAN647470","193231","Home","4.99","30","Approved","No",
"CUST000284","58","Other","Master's Degree","Divorced","Self-Employed","200456","33","LOAN015043","79948","Education","7.21","15","Rejected","No","702"
"CUST000285","49","Other","Bachelor's Degree","Widowed","Full-Time","178282","7","LOAN022635","70513","Education","8.35","5","Approved","No","377"
"CUST000286","65","Male","PhD","Married","Full-Time","228377","29","LOAN521066","168930","Home","4.42","25","Approved","Yes","422"
"CUST000287","63","Other","Associate Degree","Married","Contract","31128","12","LOAN283029","537834","Home","7.36","15","Approved","No","426"
"CUST000288","27",,,,"Full-Time","29882","24","LOAN506374","61394","Education","7.04","15","Rejected","No","547"
"CUST000289","28","Other","Associate Degree","Single","Contract","136545","20","LOAN108913","39888","Education","6.76","10","Rejected","No","557"
"CUST000290","65","Female","Bachelor's Degree","Married","Part-Time","32997","40","LOAN891094","25299","Personal","8.93","5","Approved","No","699"
"CUST000291","55","Other","Diploma","Widowed","Contract","88857","23","LOAN550065","22187","Personal","8.09","2","Rejected","No","624"
"CUST000292",,,"PhD","Single","Contract","197010","29","LOAN486446","556758","Home","7.43","20","Rejected","No","756"
"CUST000293","62","Other","PhD","Single","Contract","154152","31","LOAN892002","25347","Education","5.72","20","Approved","No","661"
"CUST000294","63","Male","Master's Degree","Widowed",,"74414","24","LOAN836567","700223","Home","7.02","20","Rejected","No","452"
"CUST000295","56","Female",,"Divorced","Self-Employed","170932","16","LOAN268130","31785","Personal","17.28","3","Rejected","No","532"
"CUST000296","44","Male",,"Divorced","Self-Employed","22985","37","LOAN563248","42954","Vehicle","7.68","6","Rejected","No","561"
"CUST000297","45","Female","High School","Married","Part-Time","197074","27","LOAN320864","60139","Vehicle","9.42","6","Approved","No","721"
"CUST000298","21","Male","PhD","Married","Part-Time","104971","16","LOAN592131","34073","Vehicle","7.73","6","Approved","No","822"
"CUST000299","34","Male",,"Single","Unemployed","149277","25","LOAN628953","81395","Education","5.62","10","Rejected","No","837"
"CUST000300","35","Female","Bachelor's Degree","Married","Contract","83100","28","LOAN814207","46866","Education","5.66","15","Approved","No","682"
"CUST000301","39","Male","Associate Degree","Widowed",,"225904",,"LOAN328169","19001","Personal","12.72","5","Rejected","No","519"
"CUST000302","38","Male","High School","Widowed","Unemployed","132374","13","LOAN649434","79697","Education","7.76","15","Rejected","No","736"
"CUST000303","58","Male","PhD","Divorced",,"182415","1","LOAN860115","16918","Personal","9.09","7","Rejected","No","444"
"CUST000304",,,"Bachelor's Degree","Single",,"133323",,"LOAN783896","17686","Education","5.93","10","Rejected","No",
"CUST000305","41","Male","PhD","Divorced","Unemployed","181792","18","LOAN801336","437816","Home","4.97","15","Rejected","No","425"
"CUST000306","68","Female","High School","Single","Self-Employed","239268","4","LOAN866698","677815","Home","4.58","15","Rejected","No","609"
"CUST000307","48","Other","Diploma","Divorced","Full-Time","156368","33","LOAN355616","95095","Education","6.69","20","Rejected","No","722"
"CUST000308","55",,"Associate Degree",,"Full-Time","21346","25","LOAN009835","179528","Home","3.58","15","Rejected","No","406"
"CUST000309","32","Male","Associate Degree","Divorced","Unemployed","207850","37","LOAN975291","18467","Vehicle","7.84","6","Approved","No","733"
"CUST000310","21","Male","Bachelor's Degree","Widowed","Unemployed","39630",,"LOAN475731","26337","Vehicle","5.10","7","Approved","Yes","461"
"CUST000311",,"Male","PhD","Married","Self-Employed","129774","32","LOAN552023","45471","Personal","15.64","5","Rejected","No",
"CUST000312","63","Other","PhD","Married","Unemployed","129834","24","LOAN461802","19136","Education","7.30","15","Approved","No","347"
"CUST000313","36","Female","PhD","Single","Self-Employed","155905","7","LOAN999187","5496","Personal","9.04","7","Rejected","No","502"
"CUST000314","62","Other","Diploma","Widowed","Unemployed","174973","25","LOAN942443","37614","Personal","13.73","3","Approved","No","772"
"CUST000315","38","Female","PhD","Married",,"154487","8","LOAN507710","12865","Personal","15.04","1","Approved","No","325"
"CUST000316","53","Female",,"Divorced","Self-Employed","249564","30","LOAN132410","73550","Education","6.71","15","Rejected","No","585"
"CUST000317","69","Female","High School","Single","Unemployed","50456","40","LOAN627948","76360","Education","7.37","20","Rejected","No","849"
"CUST000318","29","Female","Associate Degree","Divorced","Contract","245902","5","LOAN225927","65116","Vehicle","5.29","3","Approved","No","676"
"CUST000319","61","Male","High School","Divorced","Full-Time","80654","36","LOAN143453","21446","Vehicle","9.49","4","Approved","No","687"
"CUST000320","58","Other","Master's Degree","Divorced","Contract","138345","9","LOAN508906","125150","Home","5.59","20","Rejected","No","562"
"CUST000321","34","Female","High School","Married","Self-Employed","249959","33","LOAN545932","44858","Personal","13.53","2","Rejected","No","593"
"CUST000322","31","Other","Master's Degree","Married","Unemployed","203923","21","LOAN748789","582947","Home","4.22","15","Rejected","No",
"CUST000323","26","Other","Master's Degree","Single","Unemployed","152269","23","LOAN244307","13938","Personal","16.42","5","Rejected","No","823"
"CUST000324","38","Female","Bachelor's Degree",,,"81042","38","LOAN447734","39548","Personal","12.33","7","Approved","No","770"
"CUST000325","21","Male","Diploma","Single","Unemployed","155689","23","LOAN372121","20548","Personal","10.59","5","Rejected","No",
"CUST000326","41","Female","High School","Married","Unemployed",,"6","LOAN180800","32489","Personal","16.09","2","Rejected","No","757"
"CUST000327",,"Male","Diploma","Divorced","Part-Time","62544","25","LOAN258441","50638","Vehicle","6.88","7","Rejected","No","561"
"CUST000328","65","Other","Diploma","Married","Self-Employed","89898","14","LOAN288285","66029","Vehicle","7.95","7","Rejected","No","671"
